Position Title,Average Gross Pay
SCHOOL BUSINESS DIRECTOR,63981.333333333336
SCHOOL DATA SPECIALIST,31898.868333333332
SCHOOL FINANCE CONSULTANT,60915.0
SCHOOL HR ANALYST,40598.215
SCHOOL INTERPRETER,58646.65333333333
SCHOOL LIBRARIAN,57849.5
SCHOOL NURSING DIRECTOR,26801.45
SCHOOL NUTRITION PROG MANAGER,58039.0
SCHOOL OFFICE ASSISTANT,22446.7668
SCHOOL PROCUREMENT SPECIALIST,42112.0
SCHOOL SECRETARY,34437.740000000005
SCHOOL SERVICES DIRECTOR,52049.35
SCHOOL SUPERVISOR,51502.441999999995
SCHOOL SUPPORT ASSOCIATE,34593.90666666666
SCHOOL SYSTEM ANALYST,38760.33
SCHOOL TECHNOLOGY SPECIALIST,51817.666666666664
SCIENCE ASSISTANT,21141.630512820513
SCIENCE BRANCH CHIEF,46956.5
SCIENCE SECTION CHIEF,99751.5
SCIENCE SPECIALIST,28404.57
SCIENCE UNIT SUPERVISOR,74163.298
SCIENTIST,50949.675
SEAMSTRESS,3604.155
SEASONAL AIDE,6998.139566003617
SEASONAL FAIR WORKER,6675.575714285714
SECRETARY,32210.521520467835
SECRETARY OF SENATE,119036.06
SECRETARY OF STATE,114860.42
SECRETARY TO PRESIDING JUDGE,38617.48901960784
SECRETARY TO THE COMMISSION,93998.16
SECTION CHIEF,102533.69333333334
SECURITIES ENFORCEMENT COUNSEL,82727.0
SECURITIES OFFICE MANAGER,66908.0
SECURITIES REG SPECIALIST,18094.0
SECURITIES REG SPECIALIST II,23640.0
SECURITIES SPECIALIST,47182.54
SECURITY AIDE I PSY,249.65
SECURITY GUARD,6494.0225
SECURITY GUARD - GARAGE,47145.56
SECURITY MANAGER,52705.08571428571
SECURITY OFFICER,26985.094240837698
SECURITY SPECIALIST,45323.47285714286
SECURITY SUPERVISOR,47714.264285714286
SECURITY SUPPORT CARE ASST,34314.52829714286
SENATE FLOOR LEADER,27844.053333333333
SENATE PRESIDENT PRO TEM,42882.62
SENATOR,37402.71064516129
SENATORS' STAFF,56931.54177777778
SENIOR ACCOUNTANT,60806.04363636363
SENIOR ACCOUNTING SPECIALIST,18854.146
SENIOR ACCOUNTS ASSISTANT,32748.249248554916
SENIOR ADDICTION COUNSELOR,44516.36714285715
SENIOR ADMINISTRATION ASST,36131.68
SENIOR ADVISOR,26815.415
SENIOR AGRICULTURAL INSPECTOR,43159.1135
SENIOR AIRCRAFT MECHANIC,54302.387777777774
SENIOR APPLICATION DEVELOPER,81909.96
SENIOR APPLICATIONS DEVELOPER,75618.8420289855
SENIOR ASSISTANT BANK EXAMINER,31271.936666666665
SENIOR ASSISTANT EXAMINER II,31607.725714285712
SENIOR ASSISTANT TRUST EXAM,51631.29
SENIOR ASSOCIATE,65995.295
SENIOR ASSOCIATE COUNSEL,70858.36666666667
SENIOR ASST TRUST EXAMINER II,18630.42
SENIOR AUDITOR,64089.74166666667
SENIOR AUDITOR I,36611.08222222222
SENIOR AUDITOR II,36384.35777777778
SENIOR AUDITOR III,48085.92333333333
SENIOR BANK EXAMINER I,63380.786666666674
SENIOR BANK EXAMINER II,40339.8775
SENIOR BANK EXAMINER III,104341.73354838708
SENIOR BRIDGE INSPECTOR,57542.29
SENIOR BUDGET & POLICY ANALYST,55740.65
SENIOR BUDGET ANALYST,99607.58
SENIOR BUSINESS ANALYST,59705.28608695653
SENIOR C U EXAMINER I-II-III,108017.688
SENIOR CHEMIST,48339.085
SENIOR CLIENT SUPPORT TECH,56500.48590909091
SENIOR CLINICAL CASEWORKER,40656.604505494506
SENIOR COMPLIANCE EXAMINER,54294.5
SENIOR CONSERVATOR,45804.0
SENIOR CORE DRILL ASSISTANT,36090.9
SENIOR COUNSEL,76076.2971875
SENIOR COURT CLERK,35273.173188405795
SENIOR CUSTOMER SERVICE REP,33285.18631578948
SENIOR DATA REPORT ANALYST,49092.46
SENIOR DATA SPECIALIST,60840.655000000006
SENIOR DESIGN TECHNICIAN,38585.545999999995
SENIOR DIRECTOR,66449.3
SENIOR DOCKET CLERK,35298.1175
SENIOR DRAFTING ATTORNEY,99934.57500000001
SENIOR ELECTION DIRECTOR,98918.0
SENIOR ELECTION SPECIALIST,56206.0
SENIOR ENTERPRISE ARCHITECT,69033.9375
SENIOR EPIDEMIOLOGIST,83075.65857142858
SENIOR EQUIPMENT TECHNICIAN,57280.884179104476
SENIOR ESTIMATOR,54049.92
SENIOR EXECUTIVE ASSISTANT,56142.6275
SENIOR FABRICATION INSPECTOR,59555.19
SENIOR FACILITY OPERATIONS SPE,54103.18149999999
SENIOR FIELD ACQUISITION TECHN,41594.707500000004
SENIOR FIELD INVESTIGATOR,60104.915
SENIOR FINANCIAL SERVICES TECH,33935.095897435895
SENIOR FISCAL ANALYST,88613.39333333333
SENIOR FORENSIC SCIENTIST,23287.36142857143
SENIOR GENERAL SERVICES TECHNI,31421.948947368423
SENIOR GIS SPECIALIST,53274.349
SENIOR HEARINGS OFFICER,51830.72333333333
SENIOR HIGHWAY DESIGNER,65613.34156626505
SENIOR HR ANALYST,55414.666666666664
SENIOR HUMAN RESOURCE ANALYST,77623.96
SENIOR HUMAN RESOURCES TECHNIC,32341.17272727273
SENIOR HUMAN RIGHTS OFFICER,50573.729999999996
SENIOR INF SYSTEMS TECHNICIAN,36044.228
SENIOR INTELLIGENCE ANALYST,17062.251666666667
SENIOR INVESTIGATOR,72846.87
SENIOR IT EXAMINER I,4145.76
SENIOR IT EXAMINER III,4916.5
SENIOR JUDGE,5195.127692307693
SENIOR LABORATORY SCIENTIST,46930.70916666667
SENIOR LABORATORY SUPPORT TECH,28278.344444444447
SENIOR LAW CLERK,58822.29090909091
SENIOR LEGIS SPEC - PROCEDURES,64512.72666666666
SENIOR LEGISLATIVE ANALYST,63729.43
SENIOR LEGISLATIVE DIRECTOR,124080.99
SENIOR MAINT ENGINEERING SPECI,34115.604999999996
SENIOR MAINT OPERATIONS SPCLST,56574.14599999999
SENIOR MAINTENANCE TECHNICIAN,35881.898
SENIOR MAINTENANCE WORKER,41021.26433045357
SENIOR MANAGER,65342.311
SENIOR MATERIALS INSPECTOR,64463.62379310345
SENIOR MATERIALS SPECIALIST,75053.48000000001
SENIOR MATERIALS TECHNICIAN,44758.1415
SENIOR MORTGAGE EXAMINER I,44189.2
SENIOR MORTGAGE EXAMINER II,80241.71
SENIOR MORTGAGE EXAMINER III,98588.58
SENIOR MULTIMEDIA SPECIALIST,47257.04
SENIOR MUSEUM CURATOR,54799.9
SENIOR NUTRITIONIST,53760.454000000005
SENIOR PARALEGAL,60023.8925
SENIOR PARK/HISTORIC SITE SPEC,49437.787333333334
SENIOR PAVEMENT SPECIALIST,62239.54666666667
SENIOR PERFORMANCE ADVISOR,47065.2
SENIOR PLANNING TECHNICIAN,39186.05333333334
SENIOR PRINTING TECHNICIAN,27231.093333333334
SENIOR PROCUREMENT AGENT,60010.72833333333
SENIOR PROCUREMENT SPECIALIST,10282.256666666666
SENIOR PROFESSIONAL ENGINEER,48033.96
SENIOR PROGRAM SPECIALIST,41554.9540201005
SENIOR PROJECT MANAGER,69854.9419047619
SENIOR PROJECT REVIEWER,74540.005
SENIOR PSYCHOLOGIST,86277.18032258064
SENIOR PULICATION SPECIALIST,51757.82
SENIOR RAIL SAFETY SPECIALIST,43138.224
SENIOR RECORDS ANALYST,52179.0
SENIOR REGULATORY AUDITOR,50357.19516483516
SENIOR REGULATORY INSPECTOR,15135.04
SENIOR RESEARCH/DATA ANALYST,54679.86389610389
SENIOR RIGHT OF WAY TECHNICIAN,34661.665
SENIOR RISK MANAGEMENT TECHNIC,40286.648181818186
SENIOR RISK/CLAIMS SPECIALIST,54343.77533333333
SENIOR RISK/CLAIMS TECHNICIAN,32153.735833333336
SENIOR SAFETY INSPECTOR,44917.16
SENIOR SAFETY SPECIALIST,58078.98470588235
SENIOR SPECIALIST,51226.5
SENIOR STAFF ATTORNEY,101027.05666666669
SENIOR STRUCTURAL TECHNICIAN,47804.96
SENIOR SUPPLY AGENT,29345.90857142857
SENIOR SUPPORT CARE ASSISTANT,37651.550793269234
SENIOR SURVEY TECHNICIAN,41305.01416666667
SENIOR TRAFFIC SPECIALIST,56281.568076923075
SENIOR TRAFFIC STUDIES SPECIAL,65049.01217391305
SENIOR TRAFFIC TECHNICIAN,50234.77545454546
SENIOR TRAFFIC TECHNICIAN-NSS,52491.16
SENIOR VETERINARIAN,84183.14
SENIOR WEB DEVELOPER,60920.74
SERGEANT,98571.02366242038
SERGEANT AT ARMS,31714.885
SERVER ADMIN MGR,100622.29
SERVER ADMIN SPVR II,57933.490000000005
SETTLEMENT SECRETARY,45134.49
SHORT TERM SUB TEACHER,763.0166666666667
SIGN SHOP SUPERVISOR,47661.5
SIGN TECHNICIAN,20900.184999999998
SKILLED TRADESMAN,18665.997
SOCIAL SCIENCE PROGRAM SUPV,16646.235
SOCIAL SERVICES ADMINISTRATOR,67892.42922077922
SOCIAL SERVICES AIDE,7015.943611111111
SOCIAL SERVICES ASSISTANT,28986.669097222224
SOCIAL SERVICES CONSULTANT,21248.48
SOCIAL SERVICES SPECIALIST,36298.082981859414
SOCIAL SERVICES SUPERVISOR,26914.7
SOCIAL SERVICES WORKER,10525.607752808988
SOCIAL SVCS AREA SUPERVISOR,55969.03333333333
SOCIAL SVCS UNIT SUPERVISOR,51511.23007978724
SOFTWARE ENGINEER,37177.65333333333
SOLICITOR GENERAL,166162.73
SOUND BOARD OPERATOR,7187.73
SPEC TRADES ASST,13902.0
SPEC TRADES SUP,20922.99
SPEC TRADES WORKER,17731.0
SPECIAL ASSISTANT,61191.97
SPECIAL ASST EXECUTIVE TEAM,66160.51
SPECIAL ASST OFFICE & CLERICAL,48127.04123287671
SPECIAL ASST OFFICIAL & ADMSTR,77276.64558139535
SPECIAL ASST PARAPROFESSIONAL,58228.991
SPECIAL ASST PROFESSIONAL,71745.70464387465
SPECIAL ASST TECHNICIAN,45472.67737704918
SPECIAL ASST-OFFICE & CLERICAL,32282.10230769231
SPECIAL INITIATIVES COORD,21146.575
SPECIAL INVEST FIELD SUPV,85321.0
SPECIAL PROGRAM PARTICIPANT,7467.61375
SPECIALIST I,28521.0
SPECIALIST II,27276.98833333333
SPECIALIZED TRADES ASSISTANT,37664.190434782606
SPECIALIZED TRADES MANAGER,62306.8
SPECIALIZED TRADES SUPERVISOR,48771.98535714286
SPECIALIZED TRADES WORKER,38689.25422651933
SPEECH LANG PATHOLOGIST,75462.0
SPEECH PATHOLOGIST,2650.0
SPEECH-LANGUAGE PATHOLOGIST,67567.93
SPORT FISH PROGRAM SUPERVISOR,68445.0
SPRVING BRIDGE INSPECTION EN,114383.57
SPV SECURITY SUPPORT CARE ASST,66949.68062500001
SR ADMINISTRATIVE ASSISTANT,29938.434285714287
SR ADMINISTRATIVE TECHNICIAN,34514.32
SR AGRICULTURAL MARKET SPEC,40680.715000000004
SR AIRPORT PROJECT INSPECTOR,66533.81
SR APPLICATION SUPPORT TECH,45448.68
SR APPRAISAL & ASSESSMENT REP,57033.85666666667
SR ASSOC RESEARCH/DATA ANALY,45994.6
SR ASST C U EXAMINER I - II,65750.4
SR ASST MORTGAGE EXAMINER II,73269.91
SR AUTO/MARINE TECH,17570.070869565217
SR BENEFITS SPECIALIST,66533.8
SR BR INSPECTION CREW MEMBER,20253.49
SR BRIDGE MAINTENANCE WORKER,46630.64
SR BUSINESS ANALYST,67862.36
SR BUSINESS PROJECT MANAGER,53896.7875
SR CHIEF MOTOR VEHICLE INSPEC,40440.99
SR CIVIL RIGHTS SPECIALIST,56316.278000000006
SR COMMISSIONED INVESTIGATOR,49247.096923076926
SR COMMUNICATIONS ASSISTANT,8062.09
SR COMMUNICATIONS SPECIALIST,59945.4515
SR COMPUTER SUPPORT ENGINEER,50539.77
SR COMPUTER SUPPORT TECH,25034.35
SR CONS CREDIT EXAMINER II,103651.91
SR CONS CREDIT EXAMINER III,112190.30571428571
SR CONSTRUCTION INSPECTOR,66736.52553030303
SR CONSTRUCTION TECHNICIAN,45905.43318181818
SR CONSUMER PROTECTIONS SPEC,43184.99197368421
SR CORRECTIONAL INDUSTRIES SPV,45749.38
SR CUSTOMER SUPPORT TECH,42879.29
SR CYBERSECURITY SPECIALIST,90848.02375
SR DATABASE ADMINISTRATOR,60340.94
SR DIVERSITY & INCLUSION SPEC,56554.86666666667
SR ECONOMIC DEVELOPMENT SPEC,44715.08633333333
SR ELECTRONIC GAMING SEC SPEC,69104.67
SR EMERGENCY MANAGEMENT OFCR,66275.33066666666
SR EMERGENCY MGMNT SPECIALIST,60220.62
SR EMPLOYEE DEVELOPMENT SPECIA,41760.94
SR ENG SURVEYING & FIELD TECH,51006.18333333333
SR ENGNG/ARCHITECT PROJECT MGR,71766.853
SR ENVIRNMENTAL SPEC-SS,53806.99222222222
SR ENVIRNMENTAL SPECIALIST,66544.2525
SR EXECUTIVE ASST TO THE DIREC,60220.63
SR FABRICATION TECHNICIAN,143881.61
SR FACILITY OPERATIONS CREW WO,36325.065
SR FINANCIAL SERVICES SPECIALI,46612.008571428574
SR GENERAL SERVICES SPEC,58092.234
SR GEOTECHNICAL SPECIALIST,46263.86
SR GOVT RELATIONS SPECIALIST,40761.745
SR HEALTH AND SAFETY ANALYST,37489.651666666665
SR HEARINGS/APPEALS REFEREE,66981.26999999999
SR HISTORIC PRESERV SPEC-NSS,44746.583333333336
SR HISTORIC PRESERVATION SPECI,57743.09166666667
SR HOLDER & CASH COORD,48044.39
SR HR SPECIALIST,55081.013333333336
SR HUMAN RESOURCES CONSULTANT,43558.02533333333
SR INFO SYSTEMS TECHNOLOGIST,56158.67461538462
SR INVST & LAW ENFRCMT LIAISON,16375.69
SR JUVENILE COURT PROG SPEC,48221.666666666664
SR LICENSED PRACTICAL NURSE,56504.64288461539
SR MOTOR CARRIER AGENT,41596.670000000006
SR MOTOR CARRIER TECHNICIAN,43763.92
SR MULTIMODAL OPER SPECIALIST,54366.432499999995
SR NETWORK ADMINISTRATOR,47688.965
SR NETWORK OPERATIONS TECH,39780.375714285714
SR NON-COMMISSION INVESTIGATOR,42251.46272727272
SR OFC SUPPORT ASST (KEYBRD),7672.48
SR ORGANIZATIONAL PERF ANALYST,60220.62
SR OUTDOOR ADVERTISING PERM SP,41179.845
SR POLICY ADIVSOR,3818.09
SR PROBATION AND PAROLE ASST,33899.22972972973
SR PROGRAMMER,52514.598333333335
SR PROJECT DEVELOPMENT SPECIAL,44027.0
SR PUBLIC HEALTH PROGRAM SPEC,43105.99454545455
SR PUBLIC RELATIONS SPECIALIST,51109.596666666665
SR R/W SPECIALIST,58430.71904761905
SR RAILROAD SAFETY INSPECTOR,61588.05833333333
SR REHABILITATION SPECIALIST,39864.913928571434
SR RESEARCH ANALYST,74927.21666666667
SR RESEARCH/DATA ANALY,12604.2
SR RISK MGMT SPECIALIST,62672.323333333334
SR ROADSIDE MANAGEMENT SPECIAL,72334.5
SR SCALE MAINT WORKER,20923.11
SR SECURITY SUPPORT CARE ASST,50455.46834586466
SR SOCIAL SERVICES SPECIALIST,48500.63044619423
SR SOFTWARE ENGINEER,71351.8675
SR SPEC TRADES WORKER,13992.175
SR SPECIALIZED TRADES WORKER,45374.64845528455
SR STAFF DEV TRAINING SPEC,51912.49
SR STRUCTURAL DESIGNER,57799.9
SR STRUCTURAL ENGINEER,76973.67714285714
SR SYSTEM ADMINISTRATOR,58235.20727272727
SR SYSTEM MANAGEMENT SPECIALIS,58487.541999999994
SR SYSTEMS ADMINISTRATION SPEC,67967.77028571429
SR THERAPEUTIC SERVICES WORKER,38930.700000000004
SR TR SIGNAL AND LIGHTING TECH,57138.57320754717
SR TRAFFIC STUDIES SPECIAL-NSS,75225.9825
SR TRAFFIC SYSTEMS OPERATOR,40997.455
SR TRANSPORTATION PLANNER,46579.93047619048
SR TRNS ENFRCEMNT INVESTIGATOR,49392.295000000006
SR UTILITY REGULATORY AUDITOR,61474.09411764706
SR. GENERAL SERVICES ASSOCIATE,21358.66
SRCOMMITTEE RECORDS SPECIALIST,23583.36
STAFF ARTIST III,33400.005000000005
STAFF ATTORNEY III,29321.27
STAFF AUDITOR I,21764.726363636364
STAFF AUDITOR II,26663.09962962963
STAFF AUDITOR III,29722.983913043478
STAFF COUNSEL,87497.64333333333
STAFF DEV TRAINING SPECIALIST,49276.61603773585
STAFF DEVELOPMENT TRAINER,43148.19202127659
STAFF DEVELOPMENT TRAINING MGR,59695.903600000005
STAFF DEVLP TRAINER,18527.0
STAFF DIRECTOR,90441.43
STAFF PHYSICIAN,70930.15666666668
STAFF PHYSICIAN SPECIALIST,195434.08250000002
STAFF TRAINING SPECIALIST II,47248.0
STAFF TRAINING SUPERVISOR,2250.0
STANDARDS SPECIALIST,46431.715
STATE AUDITOR,114860.42
STATE BRIDGE ENGINEER,133920.42
STATE CO & MA ENGINEER,133920.42
STATE DEPARTMENT DIRECTOR,167805.64428571428
STATE DESIGN ENGINEER,133920.42
STATE HWY SAFETY &TRAFFIC ENGR,85028.795
STATE LIBRARIAN,102483.61
STATE MAINTENANCE DIRECTOR,72184.61
STATE REPRESENTATIVE,39264.0
STATE REPRESENTATIVE-LEADERSHP,40903.68
STATE REPRESENTATIVE-SPEAKER,41997.12
STATE SAFETY COORDINATOR,102128.23
STATE TREASURER,114860.42
STATEWIDE RECREATIONAL USE CRD,18601.5
STATEWIDE RES MGT BRANCH CHIEF,137012.0
STOREKEEPER,16449.535
STOREKEEPER I,23205.92
STOREKEEPER II,21985.79375
STORES/WAREHOUSE ASSISTANT,29197.68388888889
STORES/WAREHOUSE ASSOC,12400.505000000001
STORES/WAREHOUSE ASSOCIATE,33925.24838709677
STORES/WAREHOUSE ASST,11816.0
STORES/WAREHOUSE SUP,14420.0
STORES/WAREHOUSE SUPERVISOR,41712.713617021276
STORMWATER COMPLIANCE COORDINA,75353.6
STR HYDRLC & PRELIM DESGN ENGR,114383.57
STRATEGIC PLANNING COORDINATOR,29292.5
STRM AND WATRSHD PROG SUP,69017.0
STRUCT DEV & SUPPORT ENGR,114383.57
STRUCTURAL ANALYST,61470.16333333333
STRUCTURAL DESIGNER,35627.28
STRUCTURAL LIAISON ENGINEER,99939.9375
STRUCTURAL PROJECT MANAGER,94387.0
STRUCTURAL RESOURCE MANAGER,114383.57
STRUCTURAL REVIEW ENGINEER,114383.57
STRUCTURAL SPECIALIST,58240.670000000006
STRUCTURAL TECHNICIAN,18585.2275
STUDENT INTERN,18182.647500000003
SUBSTITUTE SUPPORT,3076.5501639344266
SUPERINTENDENT,85165.07666666668
SUPERVISING ARCHIVIST,52239.0
SUPERVISING BEHAVIORAL TECH,32115.397142857142
SUPERVISING SUPPORT CARE ASST,52726.22326732673
SUPERVISOR,35492.27639344262
SUPERVISOR OF CONSUMER CREDIT,136045.22
SUPERVISOR OF INFORMATION TECH,85165.37
SUPERVISOR OF INSTRUCTION,49428.62
SUPPLY MANAGER,23764.335
SUPPLY MANAGER II,32956.0
SUPPLY OFFICE ASSISTANT,39665.1
SUPPORT ASSISTANT,33648.2
SUPPORT CARE ASSISTANT,25243.934260593833
SUPPORT CARE PROFESSIONAL,46699.52201834863
SUPREME COURT JUDGE,201068.93000000002
SUPREME COURT JUDGE (CH),210297.69
SUPVSR OF MORTGAGE LICENSING,130703.36
SURVEY INTERN,10288.385
SURVEY SPECIALIST,17332.775
SURVEY SUPERINTENDENT,60557.38
SURVEY TECHNICIAN,24970.552857142855
SW REGIONAL OFFICE DIRECTOR,56544.42
SYSTEM ADMINISTRATOR,58189.695
SYSTEM MANAGEMENT SPECIALIST,34465.68666666667
SYSTEMS ADMINISTRATION SPEC,59213.94936507937
SYSTEMS ADMINISTRATION TECH,45987.90945454546
SYSTEMS ADMINISTRATOR,76532.8890909091
SYSTEMS ANALYST,39613.0
TAX COLLECTION TECH I,12.05
TAX SEASON ASST,6968.01616
TEACHER,40989.122292993634
TEACHER AIDE,15843.419304556353
TEACHER IN CHARGE,11427.235
TECH I,17765.088333333333
TECH II,30615.105454545457
TECH III,31237.708000000002
TECH IV,40596.5
TECHNICAL SUPPORT MANAGER,87510.83714285714
TECHNICAL WRITER,40386.0
TECHNICIAN I,11738.64125
TECHNICIAN II,20530.29888888889
TECHNICIAN III,31314.360588235293
TELECOMMUNICATOR,43044.7
TEMPORARY EMPLOYEE,5829.445319148936
TEMPORARY HELP,6693.440657894736
TEMPORARY REP,10006.129375
THERAPEUTIC SERVICES MANAGER,69600.61555555556
THERAPEUTIC SERVICES WORKER,28086.95972972973
THERAPIST,16232.091
THERAPY AIDE,8966.068
THERAPY CONSULTANT,23199.517499999998
TR SIGNAL AND LIGHTING TECHNIC,35486.11666666667
TRAFFIC CENTER MANAGER,95617.71
TRAFFIC INCIDENT MANAGER,77299.41
TRAFFIC INTERN,8149.179999999999
TRAFFIC LIAISON ENGINEER,73908.65
TRAFFIC MNGMNT & OPERATION ENG,84773.92333333334
TRAFFIC OPERATIONS ENGINEER,75811.348
TRAFFIC OPERATIONS SUPERVISOR,72870.29999999999
TRAFFIC SAFETY ENGINEER,91343.22
TRAFFIC SPECIALIST,33091.8475
TRAFFIC SPECIALIST - TPT,16277.31
TRAFFIC STUDIES SPECIALIST,43895.589166666665
TRAFFIC SUPERVISOR,75393.78111111111
TRAFFIC SYSTEMS OPERATOR,11332.77
TRAFFIC SYSTEMS SUPERVISOR,50975.928
TRAINER/AUDITOR II,35799.824
TRAINER/AUDITOR III,24562.36
TRAINER/AUDITOR IV,42434.74733333333
TRAINING & DEVELOPMENT COORD,80010.5
TRAINING ACCOUNT & OVERSIT COR,81159.08
TRAINING MANAGER,86566.8
TRAINING SPECIALIST,16113.013333333334
TRANS ENFORCEMENT INVESTI SUPV,72134.44
TRANS SYSTEM ANALYSIS COORD,114516.9
TRANSCRIPTION TECHNICIAN,46958.25
TRANSP ENFRCMNT INVESTIGATOR,33412.28153846154
TRANSP MGT SYS ADMINISTRATOR,91424.754
TRANSP PLANNING COORDINATOR,60429.96
TRANSP PROJECT DESIGNER,76985.22763157895
TRANSPORT DRIVER,36094.678
TRANSPORTATION PLANNER,28569.034615384615
TRANSPORTATION PLANNING DIR,133920.42
TRANSPORTATION PLANNING SPECIA,63819.9125
TRANSPORTATION PROJECT MGR,80468.18
TREASURY ANALYST I,55339.92
TREASURY ANALYST III,13230.0
TREASURY ANALYST IV,67314.24
TREASURY COORDINATOR I,42033.6
TREATMENT COURT ADMIN II,51169.6745
TREATMENT COURT ADMINSTR I,44590.90818181818
TREATMENT MANAGER,68205.68031746033
TREATMENT SUPERVISOR,49363.98
TROOPER,43886.53843478261
TROOPER 1ST CLASS,70683.05622905027
TRUST SUPERVISOR,127383.0
TYPIST,7926.694181818181
UCP OPERATIONS ANALYST,45401.97
UCP PENDING CLASSIFICATION - 1,11544.61
URBAN TRAFFIC SUPERVISOR,62745.572499999995
URBAN WILDLIFE BIOLOGIST,38347.375
UTILITY REGULATORY AUDITOR,50797.35538461538
UTILITY REGULATORY MANAGER,97617.72
UTILITY REGULATORY SUPERVISOR,77131.37625
VETERANS CEMETERY DIRECTOR,56586.686
VETERINARIAN,80049.91
VETERINARY SPECIALIST,91905.445
VICTIM'S ADVOCATE,46775.026666666665
VIDEO PROD. SPECIALIST II,41918.005000000005
VIDEOGRAPHER,71000.5
VIRTUAL LEARNING ADMINISTRATOR,67123.0
VIRTUAL OPERATONS ASSISTANT,38828.0
VOCATIONAL EDUC INSTRUCTOR,45021.81722222222
VOCATIONAL EDUCATION SPV,31800.00833333333
VOLENTEER PROGRAMS MANAGER,75715.5
VOLUNTEER & REC STUDIO MNGR,46896.5
VOLUNTEER ENGAGEMENT SPEC,56200.666666666664
VOLUNTEER PROGRAMS COORDINATOR,74411.0
VR BUSINESS SPECIALIST II,39713.38
VR BUSINESS SPECIALIST III,60424.0
VR COUNSELOR,38577.36384615384
VR COUNSELOR I,33198.39575
VR COUNSELOR II,34611.89666666667
VR COUNSELOR III,33276.7975
VR COUNSELOR IV,55091.64611111111
VR DRIVER,6775.786
VR SPECIALIST,13968.822105263158
WAREHOUSE SERVICES TECHNICIAN,35616.71
WEB DEVELOPER,43282.12
WEIGHTS & MEASURES INSP I,5983.01
WETLAND SERVICES BIOLOGIST,67052.75
WETLAND SYSTEMS MANAGER,81980.0
WILDLIFE ARTIST,49021.5
WILDLIFE BIOLOGIST,46279.63677419355
WILDLIFE BIOLOGIST ASSISTANT,17379.170000000002
WILDLIFE DAMAGE BIOLOGIST,68280.33333333333
WILDLIFE DIVERSITY COORDINATOR,63377.0
WILDLIFE ECOLOGIST,63688.0
WILDLIFE HEALTH PROGRAM SUPV,68796.5
WILDLIFE HEALTH SPECIALIST,40773.15666666667
WILDLIFE MGMT COORDINATOR,89786.5
WILDLIFE PROGRAMS SUPV,43151.25
WILDLIFE SECTION CHIEF,118477.0
YOUTH SERVICES COORDINATOR,50617.604999999996
YOUTH SERVICES MANAGER,59378.748269230775
YOUTH SERVICES WORKER,28841.341172214183
YTH SVCS SPECIALIST,34788.460384615384
YTH SVCS SUPERVISOR,40998.12420289855
