Polarity,Text
Negative,دفعت 28 دولار مرة الأولى ولم احصل على شيء ثم جربت مرة ثانية 28 دولار ولا مجيب ... أريد حل ولا هذا برنامج نصب أو أنه في خلل
Negative,ياولاد العرص اللعبة مش بتحفظ التقدم احا اتحذفت ونزلتها تاني رجعت من الاول
Negative,اللعبه أول شي ما فتحت عندي ، تلفوني جلكسي نوت 4 ، اشتريتها من متجر بلاي وحاولت اني افتحها بس يطلع لي مستطيل لونه رصاصي ، إذا حاولتوا تفتحون اللعبه وشفتوا المستطيل يطلع لكم اضغطوا عليه مرتين ورا بعض بتطلع لكم كلمة downloud وخلوها لين تتحمل ، وبتفتح عندكم ان شاء الله.
Positive,شكراً لعبه جميله والسعر رخيص جدا ب 0.99ريال سعودي
Positive,روووووووووووووعة تستاهل الشراء
Positive,Good Game شكرآ جزيلا على صناعة اللعبة الجميلة هذا جهد كبير للأجهزة الإلكترونية الهواتف والبلايستيشن الترفيهي كذلك المال لن يذهب عبثا لهذه اللعبة وهي بالكاد تستحق تقيمي هذا ...
Negative,مو راضية تتصل بالشبكة في سيارات بتبقى غير متاح شرائها بسبب هالموضوع لما كنت منزلها نسخة مسروقه كانت افضل هع غريب والله
Negative,Good لعبة need for speed no limit لي ماتتوافق مع جوالي اول مانزلت حملتها وبعدين يقول لاتتواق مع جهازك اتمنا الرد رجأن
Negative,لا يكمل التحميل يتوقف التحميل عند 35% ارجو حل المشكلة.
Negative,حسبي الله عليهم حرامية .اشتريت اللعبة ومابتشتغل
Negative,عيب اللعبه عيب اللعبه انك ما تقدر تظبط شكل السيارة و تزويد التوربو،،،
Negative,السعر غالي شوي عليها وتطول في تحميل الداتا
Negative,عيت تشتغل وش السالفه
Negative,ماتشغل مدري شسبب ؟ تشغل اللعبه على كيفها مرات و مرات ﻻ ؟؟
Negative,جازان أرجوكم إضافة اللغة العربية
Negative,حسبي الله زفتة حسبي الله اشتريتها وفي الاخر مااشتغلت
Negative,6 مراحل مجانيه والباقي تدفع عشانه نصيحه لا تشتري قسم بالله تندم .. مراحل بسيطه وبعدها راح تدفع مبالغ كبيره عشان تلعب كل مرحله قادمه ..
Negative,المقدمه (انا دافع فلوس وي لو تكرمتو ترجعون ولوريال1لانه صراحتن العبه ما تستاهل نص ريال) عدلو ياخي ولله انا غاسل يدي منكم من يوم جبتو التحديث الزباله ذا اول مكان مكان فيه حاجه اسمها المساحه وما مساحه كانت العبه عاديه إلى ان عدلتو فيها وسرتو حراميه الان انا دفعلكم فلوس بس العبه ما استفدت منها الحل الوحيد-1 اما انكم ترجعون فلوسي -2 اما انكم ترجعون التحديث القديم الي ماله علاقه بل مساحه ----- (واتمنا انياتي الرد في اقرب وقت هذا الكلام لمن يهمه الامر) (وشكرا)
Negative,ابغى استرجع فلوسي كيف استرجع أموالي ارجو المساعدة
Negative,لعبه يجيبون حلوه في الإعلان لكنها والله زفت اول ماتبدا يجي لك كلام انجليزي وماتشتغل أنصحكم اشترو بفلوسكم حاجه حلوه ولاتخسروها في أشياء تافه
Negative,ح والله اللعية ابو كلب كل ما ادخل يقول تم ايقاف اللعبة
Negative,والله أبو كلب ما يشتغل كل ما ادخل يطلع من العبة يقول تم إيقاف العبة أرجو المساعدة
Negative,مايشتغل يجيني كلام انجليزي تكفون علموني
Negative,سيء للغايه الجرافيك سيء ولا يوجد تحكم بالكاميرا ...لعبة Real Racing3 المجانيه افضل بكثير.
Negative,ما تشتغل ماتشتغل اللعبه على نظام كت كات
Negative,ﻻيمكن التثبيت تم شراء اللعبة ولكن ﻻيمكن التثبيت
Negative,للي باقي ماشراها نصيحة لا تشتريها اشتري لعبة Asphalt 8 التحكم اسهل واسر واللعبة حجمها كبير يدل على انو في مراحل كثييير اما need for Speed خفيفة والتحكم غبي وهي ب 24 ريال اما asphalt 8 ب 4 ريال فقط فكر فيها وشوف فديوهات باليوتيوب وقرر والناس اذواق
Negative,كل مااحمل اللعبه يجي رسالة خطا حزمة الملف غير صالحه حراميه هدول ارجوا المساعده في كيفية التثبيت
Negative,ارجوا المساعده ثبتها ولم افتح اللعبه يجي تحميل ورافض يتحرك ساعدونا
Negative,اللعبه لاتتوافق لايتوافق البرنامج مع هاتف LG G3 !!!!
Negative,للأسف الحلو ما يكمل اللعبه حلوه وممتعه بس المشكلة في التحديث الأخير صارت ما تفتح، ارسلت لهم وردو يقولون إنهم راح يرسلون تحديث جديد والكلام هذا له أكثر من أسبوعين وحتى الآن ما استلمت منهم شيء
Negative,لم تعجبني لماذا تطلب اللعبة السماح لها لدخول علا جهات الاتصال و بطاقة الذاكرة و الموقع وعلا شبكة الجهاز اللاسلكية والبيانات الشخصية وكذلك الصور ومقاطع الفيديو لا انصح بتحميلها
Negative,تعلق تعلق و تفصل لحالها و لما ارجع شعلها كل المراحل الي لعبتها بتطير
Negative,لابئس بها لا انصح بتحميلها
Negative,لعبه فاشلة اتمنى لاحد يحملة لانها مش شغاله مش شغاله الله يلعنكم
Negative,أسوأ لعبه شفته في حياتي
Negative,الله لا يوفقهم اخذو علي الفلوس
Negative,انا شرية العبه و ما اشتغلة
Negative,لاتعمل بشكل جيد بعد السباق تتوقف اللعبة بشكل مفاجيء
Negative,لا حد يحميل لعبة ماتشتغل لا حد يحميل لعبة ماتشتغل
Negative,رح اتصل على الشرطة
Negative,بعد التحدث الاخير اصبح ﻻ يستجيب
Negative,مو زين فيه برامج مجانيه احسن منه
Positive,روعه من افضل برامج التصوير فيه تصوير الماكرو وتقدر تحويل الكامره لوضع الصامت واكثر برامج فيه فلاتر صراحه انصحك انكم تحملونه
Positive,جيد اعطيه 4 من خمسه
Positive,مجنووون انصحكم.فيييييه مرررررره قاااادح
Positive,حلو ممتاز جدا وانصح الجميع بتحميله يستاهل اكثر من خمس نجوم
Positive,جميل جدا توي نزلته أكثر من رائع بصراحة
Positive,رائع يستحق 5نجوم
Positive,رائع جدا بصراحة حلو كتييير
Positive,كاميرا إحترافية كله في جوال ذكي تستاهل 5 ريال أنصح الجميع لمن يحب التصوير تجربتها بها جميع خيارات التصوير الإحترافي الي في كاميرا كانون. تحكم بالضوء وفتحة العدسة والكثير من الإمكانيات إكتشفوها أنتم
Positive,حلو جميل
Positive,رائع جدا بصراحة حلو كتييير
Positive,ممتاز برنامج رائع ... بس لو يزيدون الفﻻتر ويحطون أشكال بيطلع ... توب ...
Positive,تطبيق جميل جدا لاتوجد كلمات تصف .. اول برنامج يعجبني ✌
Negative,المحترف سلام عليكم ورحمه الله وبركاتو بس اكو مشكله في لعبه وهي الحضر الداءم اليش يحضرون حسابات الناس بدون سبب واني واحد منهم يجوز التقدم السريع عبلهم مهكر او مستخدم ادات التسريع التقدم لا ماكو هيج شي ارجو من الشركه رجاع حسابي انا نحضرت اكثر من مره وسلام عليكم
Negative,هكر اللعبه اول ما فتحتها قال لي هل تقبل بالوصول الى الصور والوسائط والمعلومات على جهازك طبعا لا اوافق وبعد عدم الموافقه يخرجني من اللعبه يعني يا اما اقبل بانه يتلصصون على صوري ومعلوماتي يا اما تخرج يعني لو العب لو اخرب الملعب وعمى بعينكم على هالشرط الغبي
Negative,كانت روعة بعد التحديث الجديد كل ما تفتحها تطلع بره اللعبة خالص او كل ما ادوس على ابدا السباق تخرج ما بعرف ليش يا ريت تصليح المشكلة
Negative,التحديث الجديد مع منافسات جولة جديدة لا تعمل enduro التحديث الأخير بعدما قمت بالتحميل كان هناك منافسة جديدة enduro و قد قمت باللعب في أول يوم بعد ذلك لم أستطع أن أنافس فيها فعندما ألمس الأيقونة للمنافسة اللعبة لا تعمل و تؤدي للخروج من اللعبة بشكل عام أما باقي اللعبة و المنافسات الأسبوعية تعمل بشكل متوسط حيث أنها تقف أجزاء من الثانية أو ثانية...! أرجو الإفادة و لكم جزيل الشكر على تفهمكم
Negative,اللعبه كانت اكثر من رائعه ولكن بعد التحديث الي كل تحمل لحالها فكره سيئه وبعدين ليش ماتتنزل على بطاقة SD وانا من اكثر المعجبين بهذي اللعبه ولا في لعبه في الجوال تنافس هاذي اللعبه
Negative,لعبه جميله لكن الحجم كبير قللو الحجم حملتها وبعدين حذفتها لن الحجم الكبير يوتر😭😔😫😳😨😨 خوف ربكم
Negative,هذا الاصدار سيئ جدا جدا وثقيل وهناك سباق enduro لعبته مره واحده وبعد ذالك عندما افتحها مره اخرها يخرج من العبه نهائي وهكذا اكثر من مره نرجو التعديل حدائق القبه
Negative,اكره ذلك توجد توقفات باللعبه دون مبرر .. وحين العودة يلغى السباق او المرحله التي كنت فيها .. نرجو المتابعه وتحسين اللعبة عاجلاً
Negative,انا مسحت اللعبة لانكم ماستمعتو لشكوتي اشعروني بعد اصلاح الخلل ياجماعة بعد اخر تحديث صارت اللعبة تعلق وتصنيف اثناء القيادة تلف يمين بدون امر
Negative,ضيفو المرايا الوسط لمشاهدة السيارة القادمة من الخلف للتجاوز واللعبة كتير حضارية ورائعة. التحديث الجديد يحدث خروج دون امر
Negative,التحديث الاخير صار زباله العبه تطلع من نفسها واعلانات كثير وش هذا لزم حل لهذه المشكل وشكر وكل سنه ونتم طيبين
Negative,اول اللعبه كانت روعه والحين صارت ماصخه حتى التحكم صار معكوس والسيارة بدل ماتمشي يمين تروح يسار ياريت ينزل تحديث عشان تنحل مشكلة التحكم وياريت فالتحديث تنزل كامل اللعبه لأنها على كل مرحلة تحتاج تحميل للسباق
Negative,السلام عليكم شباب اني عندي مشكله انو اول ما تدخل علعبه يطلب تحميل ويحمل شوي ويوقف التحميل ارجو من الشركه ان تصلح هذا الخلل
Negative,تحديث زباله 😘 ولو عاوين عود يعارفون يحدثون ويييع شباب ياهو وياي بهاذ الجواب. شباب نزلو غيرهه اكو بعد ثنين
Negative,ابو راشد التحديث الجديد وربي مايستاهل ولا نجمه مايشتغل بلمره ارجوكم تحلو المشكله بأسرع وقت ليه خربتوها بتحديث الجديد
Negative,لا يعمل التحديث الجديد لا يعمل.يرجى العمل على حل المشكلةلا تزال المشكلة قائمة وهي الخروج من اللعبة عند الضغط على بدء اللعب
Negative,انا اردني كس امه اللي صمم اللعبه تحتاج ملفات اضافيه ٣٨٥ ميجا بايت كس امكو ولاد عاهره زانيه شرموطه منيوكه كسسسسسس امممممكككككممممم
Negative,كل ما أدخل على الأبحاث والتطوير ما تشتغل عندي لعبه كانت حلوه بعد التحديث صارت سيئه ، أدخل على الأبحاث والتطوير تطلع من وحدهة
Negative,ياريت المشكلة تتحل نفس الشئ الأبحاث والتطوير كل ما ادخل أخرج من اللعبة على طول نرجه الحل
Negative,لكن السيارات تحتاج إلي مال كثير وأنا بلعبها في الليل والنهار ولا أستطيع أن أشتري سيارة من الفئة s
Negative,شباب شني صار شو طلب مني تحديث وحجمه 900mp وراحت اللعبه خره بيهم خربو اللعبه
Negative,؟؟؟ اللعبه اول ما فتحتها قال اعيد التنزيل لانه كان مشكله في الشبكه ولا في شي ردو بليز
Negative,ليش! ليش! ليش خربتو اللعبه حرام عليكم كانت احلى وافضل بالتحديث القديم بالله رجعوها للتحديث القديم واهتمو بتعليقات المجربين ( :
Negative,التحديث الأخير سيئ جدا جدا يعلق ويسكر خربتوها بهذا التحديث الفاشل الرجاء حل المشكلة بأسرع وقت
Negative,ازاي بعدماتنزل وتشتغل تاني يوم يطلب تنزيل من الاول حد يعرف حلها ايه ده نصب
Negative,اخس لعبة صارت مررره زفت ثلث نجمة حرام فيها بس عشان أعلق 😠😠
Negative,خرا لعبه فاشله والا صنعها حمار ونصاب بعد ما تنزلها بطلب تنزيل مره الاخرى
Negative,التحديث الاخير فاشل ماتفتح اللعبة اصلا ارجو حل هذه المشكلة
Negative,الاصدار الجديد هناك مشكلة بالفعاليات الجديده ﻻتفتح ارجوا اصلاح المشكلة
Negative,اللعبة تتوقف عند فتح فعالية اندورو الرجاء إصلاح الخطا
Negative,مصر اللعبه من اخر تحديث وهيا زي الزفت كل ما افتح مرحله يطلب تنزيل ملف ويقعد بالساعه وفالاخر عايز تحديث تاني
Negative,لعبة يبغاني احذف وسائط ويبغاني احملها من جديد ابو كلب بالعربي
Negative,كانت لعبة حلوة وبعد التحديث بيقولى نزل ٤٠٠ ميجا ومش بتكمل اللعبة باظة
Negative,تم الحذف .. سيئة جدا .. يا ريت يرجع نفس التحديث الاول
Negative,كلب كس أمك مساحتها قد طيزك ليش يا أخو الشرموطه
Negative,لا انصح احد بتنزيل هذا التطبيق لانه مبني علي الاحتيال لايستحق حتي نجمه واحده
Negative,عندما ادخل الى اللعبه يطلب العمر ولكن لا ارى اي حقل لكي اكب في العمر . هل لهذا حل ؟
Negative,انا عندى مشكلة فى البحث والتطوير كل ماجة اخوش تتألف ويجب تم آقاف
Negative,في مشاكل العبه تعلق ايقونة الرجوع تأخذ الشاشه كامله التحديث السابق افضل فبعطيه ثلاث نجوم
Negative,Egypt اللعبه كانت اكثر من روعه بعد التحديث صارت عم تسكر لوحدها ايش هاذ😡😡
Negative,التحميل الي أول ماتحمل اللعبة 959 قيقا كثير ليه هذا أتمنى تحلون المشكلة
Negative,اللعبه عندي ما بتشتغل الا بتحديد عمرك ومش عارف كيف احدد عمري ارجو المساعده بتحديد العمر عمري 19
Negative,كل سباق يريد تنزيل بينات خلص النترنت يازلمة ارجو تصليحواعطي 5 نجم
Negative,بدي حل مشكلة بيقولي ادخل عمرك وامافي مكان لادخل عمري شو لحل
Negative,القطع صعب الحصول عليها غير بالفعاليات وسيارات القطع سعرها غالي وايد
Negative,حجم الملفات المرتبطة كبير جدا مما يؤدي الى بطئ في الجهاز
Negative,بتقطع ولا استطيع التحكم بها
Negative,المشكله حاجه وحده انكك تحمل حاجات كثيره ليه ما تخلون تحميلها مع اللعبه...؟
Negative,التحديث فاشل ويعلق وصل السياره بطيئه
Negative,مشكله و ارجو الرد التحميل للسباقات مابيحملش و يقولي انو بيتحمل ارجو الرد بالحل
Negative,أسوأ لعبة في الكرة الأرضية العالمية حرام والله والله حرام ليه ياخ ؟!
Negative,العبة تطلب مسح التطبيقات مسحت كل شي وحتى العبة الي ادمنت عليه لايييش وبعده يقول نفس الشي ترجو الررىد بسرعة😭😭😭😭😭😭😭😭😫😫😭😫😫
Negative,التحديثات التحديثات اللي خلت ان لازم نحمل البيوت من داخل اللعبة الاول كان بس تنزل اللعبة وتعيش لكن دلوقتي لازم البيت اللي تحب تلعبه تحمله
Negative,بعد التحديث أصبحت اللعبة سيئة جدآ أرجو الإصلاح
Negative,سيء الفعاليه الجديده لا استطيع الدخول اليها مجددا
Negative,اكرها جدا وجدا وجدا الان اللعبة خراء دائما بها حظر لما دائما تحظروني يا كس يامناويج
Negative,مشكل في التحميل تتحمل كامله وبعدين بيقلي انو فشل في التحميل
Negative,معلقة جهازي معلقة عليها مرة أجهزة الأندرويد غبية مرررررررة
Negative,اتمنى تحلون مشكلة كل ما ادخل يطلعني برا
Negative,انا عندي ماتشتغل ابد ليش وشفيها
Negative,لعبة زبالة مو بتفتح والنت سريع جدا مبتستاهل نجمة واحدة
Negative,الرجاء التعديل حنى صبرنا بما فيه الكفايه مانبي نسبكم 1-تقليل مبالغ السيارات وليس وضع عرض لمده 3 ايام وهو بنسبه25% - الرجاء تقليل السعر مثلا 4 مليون وضعها 3 مليون او 2مليون 700الف \ 2-الرجاء ازاله تنزيل بيانات حلبات السباق انا اول ماحذفت اللعبه لانه كانت عندي مشكله التعليق ورجعتها رجع كل شي الا الحلبات قالي نزلها كلها تخيلو 97 حلبه نزلتها وبس اكتملت 7 في 5 ايام. {واذا تبون تقولون ان النت ضعيف تعال جده وتكلم}
Negative,لنبتيم العبه اول ما اشغلها يقولي تحميل لما اقول لا يطلعني برا العبه العبه مرا زباله ومخيسه
Negative,يا جماعه ارجو جواب الجهاز اللي معي not 5 والجرافيك يعلق لما افتح العبه شو السبب
Negative,عم تعلق وما بتفتح واذا فتحت بنص الشاشة بس
Negative,نصب يلعب علا ناس حمار كلاب
Negative,دي زبالة انصحكم الا تنزلوها
Negative,اكره ام اللعبه اللعبه زفت زى امك
Negative,دي زبالة انصحكم الا تنزلوها
Negative,ابو حمص شومشان اختكن واخت تحديثات ماضل زاكرة بالجوال
Negative,الاسعار كتير غاليه لو سمحتم شباب الكل يتكلم عن الاسعار
Negative,التحديث الجديد فى التطويرات بيخرجنى برا اللعبة
Negative,صعبة لا تستطيع شراء السيارات
Negative,عيت ماتشتغل عندي ابي حل
Negative,العبة لسة محمله نش عاوزة تشتغل ياريت تشوفو حل للمشكلة
Negative,التحديث الجديد بطلت تشتغل اللعبه فااااااااشل
Negative,سيئ انصح بعدم تنزيله
Negative,طلعت روحي واناء احملهاء
Negative,بالبيت لعبه زباله يخرره
Negative,لعبة خرط في خرط ماتستاهل النجمة
Negative,اللعبة شي بس مشكلتها تاخد مساحة كبيرة في الجوالّ
Positive,بصراحة العبة مرة حمااااااااااااااس واحلى سيارات لعبتها بالجوال حست كأني العب على بلاي ستيشن بس عندي اقتراح وأتمنى تسوه انو الوحد يقدر يبيع السيارات إلي مالها داعي ويشتري سيارات غيرها راح يكون حمااااااااااااااس أكثر وشكراً
Positive,اللعبة رائعة ال صراحة اللعبة جامدة بس فية مشكلة ان مضامير السباق لازمه تنزيل ملفات و مساحتهم كبييييييييرة جدا ارجو انكم تنزلو هاى التحميلات بتاعة المضامير فى التحديث القادم جاهزة لأننا نتعب و الله من التحميلات المتقطعة للمضامير كلها و ا نا راح اعطيك 5 نجوم حينها مع أطيب امنياتى بالنجاح المتواصل😊
Positive,لعبة جدا جميلة ومسلية ومصممة بأسلوب راقي إضافة الی سهولة الحصول على الأموال لشراء السيارات عن طريق الفوز بالسباقات.اتمنى ان تضيفوا إلى اللعبة سيارات تويوتا مثلا شاحنة تويوتا تندرا وتويوتا تاكوما وهايلكس وسيارات جيب وسيارات جي أم سي
Positive,لعبة جدا جميلة ومسلية ومصممة بأسلوب راقي إضافة الی سهولة الحصول على الأموال لشراء السيارات عن طريق الفوز بالسباقات.اتمنى ان تضيفوا إلى اللعبة سيارات تويوتا مثلا شاحنة تويوتا تندرا وتويوتا تاكوما وهايلكس وسيارات جيب وسيارات جي أم سي
Positive,مصر الصراحة اللعبة روووعة روووعة حقا وإذا لم تنزيلها تكون خاسر كتيير روووعة روووعة روووعة افضل سيارات ومركبات وجرافيكس رائع وسريعة ولعبة ممتعة شكرا يا جيم لوفت تستحق اكثر من مائة نجمة
Positive,لعبة رائعه وصرت خاتمها ثلاث مرات والجرافيك رائع والتحكم رائع والي بيحكي التحكم ضعيف اصلا بتقدر تتحكم فيه من الاعدادات
Positive,😀😀😍😍😍 السيارات والله مجنونة!! حتى اقدر اكسر سيارة التاني!
Positive,فد شي راقي لعبه راقي وتستاهل اكثر من 5 نجوم بس عيبها اكو مراحل ماتنفتح اله ع النت
Positive,العبة جميلة جمال كانهم جايبين لعبة ريال دريفت مع لعبة سباق حطوها في الخلاط وخلطوها
Positive,نعم تم حل بعض مشاكل العبه ممتازه
Positive,اللعبة جااااااااامدة! بصراحة اللعبة مفيش زيها ابدا ومش هتلاقو زيها ابدا حملوها ومش هتندموا وشكرا😉
Positive,والله ان العبه حلوه كثير انصحكم اتنزلوه يا شباب او صبايا
Positive,أفضل لعبة سيارات، مسلية ممتعة دقة رائعة، جزاكم الله خير على هذا الابداع.
Positive,روعه روعه انصحكم تحملوها الي يقول ان اللعبه تعلق شوف جهازك يا حبيبي اللعبة ما فيها شي
Positive,هذه افضل لعبة سباق لعبتها في حياتي 😀
Positive,اللعبة مدهشة جداً روعة في الإبداع والتصوير التلغرافي وبصورة HD نتمنى لشركتكم كل التوفيق
Positive,ممتازه من الصعب وصف مدي روعتها
Positive,للعبة روعة والي بيقول عليه معفنه يبقي هو عندك الجهاز ضعيفة
Positive,لم اجد ما هي افضل من هاذه اللعبة كرا على اللعبة الرائعة
Negative,المشكله يضيف ناس من عنده ليش هالمسخره طيب يااخي انا عندي ناس مااريد اضيفهم هي قوه الشغله..كل شوي جايتني رساله اضافك بحسب رقم الهاتف واسأل الشخص جنبي يقلي مااضفتك انا هم اجاتني رساله نفسك..غلط غلط غلط هالشي ولوسمحتو خلو الاضافه كيفيه مواجباريه ماحنا ع كيفكم انتو
Negative,البرنامج اصبح سيئ جدا لا يوجد صوت وفى بعض الاحيان فى المكالمه يسمعك الطرف التانى اما انت لا تسمعه والمكالمه ما بتستمر اكتر من 30 ثانيه ويكتب على الشاشه توجد مشكله فى الميكرفون عليك الاعاده مره اخرى جارى المسح.........
Negative,فااااااااشل اكتب رقمك نكتب سنرسل الكود ولا رساله ولا هم يحزنون. فاشششششششل لذالك الغيت تثبيته والسلام جاب لي وجع القلب سجل عبر الفيس سجلنا كلام فاضي
Negative,البرنامج سيئ اولا عند انتهاء الاتصال اذا ما في رد من الطرف الثاني صوت انتهاء الاتصال سيئ ومزعج معقول ما في افضل من النغمة وكذلك لا يمكن عرض ملف التعريف للمضافين وهذا اسوء شيئ موجود
Negative,سيء كان كويس وبعدين صار يعطيني الاتصال غير مستقر ويفتح الخط ونسمع الكلام مقطع وينقطع الاتصال رغم ان النت كويس واتاكد واتصل ببرنامج تاني ويتصل طبيعي ارجع لللاين يعمل نفس المشكلة
Negative,فاشل بعد التحديث يلعن امه برنامج خايس بعد التحديث رجع بطيئ والمكالمه ماهي بواضحه والرسائل توصل لعندي لاكن اذا جيت ارسل ما يرضي يرسل
Negative,"لالا ليه ما عم يشتغل اسجل رقمي ويظل يكتب ""يتم التسجيل"" وبعدها يكتب تعذر فيدوني يا اسرة البرنامج"
Negative,التحديث الاخير البرنامج كان الاول جيدا ولكن اصبح بعد التحديث لا يعمل اي اتصال ولا يصدر او نتلقى صوت من الطرف الاخر
Negative,بقي تعبان معتش زي الاول انا اسمع المتصل وهو لا او العكس وديما الاتصال غير مستقر
Negative,بطيئ جدا حيث تظهر رسائل بفشل اتصال الشبكه او غير ذلك نرجو من مطوري البرنامج الإسراع في حل هذه الإشكاليات التي تسوءسمعه البرنامج
Negative,برنامج سيء ماقصر واتس اب اهو العم بدون مشاكل ومجاني.سيتم المسح.
Negative,جميل كويس بس المكرفون هو الي قالقني اظن.. كل شوي الا يجيني خطا ب المكريفون اعيد اتشغيل الجهاز 😤😡
Negative,فاااشل التحديث الجديد جاري البحث عن برنامج بديل سيئ كان اول فيه رسائل مخفيه التحديث الجديد فااااااشل ولا يستاهل ولا نجمه
Negative,خطوة إلى الوراء البرنامج في السابق كان ممتازا، الآن وبعد التحديث الأخير أصبحت المكالمة خرساء من الطرفين!!
Negative,القاهرة ادخل البريد ومزيدا معاي يقول البريد خاطيء لمن شكلت في نفسي قلت جانب مرض الذهايمر
Negative,اصبح فاشل محدش سامع اى طرف من الاتنين بعد التحديث الاخير نرجو الاصلاح
Negative,الصوت وحش جدا والمحادثات الرسايل المخفى مش شغالة يا ريت نعرف السبب
Negative,بطيء وغير واضح. ماسنجر الفيس بوك كان أفضل برنامج. ولكن للأسف تم حجبه
Negative,بعد التحديث ماعاد في قفل مخفي للكتابه رجعوا بليز لانه تفضح الدردشه
Negative,لما بعمل مكالمه فيديو الشخص التاني يشوفني ويسمعني وانا مش بشوفه ولا بسمعه للعلم بس النت عندي عباره عن واي فاي بسرعه ١ ميجا والموبايل نوعه هاواوي y5
Negative,دائما اكتب رقم التليفون ويعطينى الرقم خاطئ شركات اﻹتصال شكله النت خسره فقالت نقرف الناس منه بس وحده وحده
Negative,سؤال وش الحل معا سالفة الميكرفون اي مكالمة ما تتعداء 5 ثواني يقفل ويقول خطا الميكرفون 119 وش الحل
Negative,التحديث الاخير ابوكلب خطاء في التحديث ززززفت ولايوجد صوت نهائيا
Negative,الاتصال في هذا البرنامج ضعيف جدا مكالمة صوتية ضعيفة في بعض الأحيان ولو اتكلمت فديو تنقطع المكالمة بشكل مستمر
Negative,اول كان ممتاز لكن حاليا يطلع مشكله في الاتصال والمكرفون ياليت تفيدوننا
Negative,البرنامج بقا زفت الأول كان روعه يستاهل نجمة واحدة لحين اصلاحه
Negative,التطبيق سئ جدا جدا جدا للغاية في مكالمات الفيديو من حيث الصوت والصورة . برجاء التعديل أو العودة إلى النسخه اﻷصلييه
Negative,بصراح كان الاول حلو لكن الحين زفت زفت بيعلق كتير الصوت بيقطع ياريت ترجعو مثل ما كان
Negative,البرنامج بقي زفت يا ولاد الوسخه خلوه زي اول
Negative,اصبح سئ جدا اصبح سئ جدا وخاصة مع مكالمات السعودية
Negative,كان كويس دلوقتي زي الزفت لا صوط ولا صوره فاشل فاشل
Negative,البرنامج كان الاول ممتاز الوقت اصصبح زباله ياريت تطوروه شوي
Negative,برجاء تعديل التحديث الاتصال اصبح سيئ جداً جداً
Negative,برنامج وحش اوى ع فكرا
Negative,لو سمحتو الصوت ما يشتغل رجاء إصلاح هذا الوضع
Negative,زباله زبااااااااااااااااااله هاذا التحديث جزمه أنصح بعدم تحديثه
Negative,البرنامج مش مستجيب للاتصال احب اعرف السبب
Negative,سي جدا لازم يكون في متصل الان واخر ظهور
Negative,البرنامج لا يفتح اتصال عندما يتصل الطرف الآخر
Negative,ميستهلش ربع نجمة
Negative,بعد التحديث اصبح سئ للغايه الاول كان شغال ممتاز ولا فيه اي مشكله لكن الان الاتصال لا يعمل بالمره. دايما الاتصال غير مستقر ولا فيه صوت اصلا ارجو حل المشكله باسرع وقت
Negative,انا كل ما ابحث عن حد برقم الهاتف ف دوله تانيه والرقم بيكون صح ويقولي لم يتم العثور علي المستخدم ياريت البرنامج يتطور وتشوفو المشكله دي
Negative,اسوا شي بالتحديث الغاء المحادثات المخفيه البرنامج هيك فقد الميزه الوحيده فيه قبل كان 5 نجوم هلا يادوب نجمه
Negative,فعلا البرنامج الأول كان روعه ف الاتصال والفيديو لكن حاليا بقي برنامج زباله بجد مفيش اتصال ولا في صوت ولا أي حاجه
Negative,الأول كان ميه ميه دلوقتي أصبح أوحش برنامج التحديث الأخير زبااااااالة نجمة واحدة يكتب( أكره ذلك ) هههه نعم إذا كان كدة أكرهه بشدة
Negative,ليه لغيتوا المحادثه المخفيه ياريت ترجعوها تانى البرنامج قبل التحديث كان روعه بعده اصبح زباله ياريت ترجعوه زى الاول
Negative,ليش فجاه ماعد يشتغل عندي كل ماتصل مايرضا بجد البرنامج رجع زبالة
Negative,الله يهديكم خساره البرنامج هذا عاد زباله بالصوت والاتصال. اسف
Negative,الصوت بقي وحش جدا بعد ما كان افضل البرامج المفضلة لدي
Negative,الف خسارة عالبرنامج بعد التحديث صار سيء جدا جدا جدا جدا في اﻻتصاﻻت الصوت والفيديو
Negative,زفت زفت زفتزفت زفززززززززززززززززززژززف كلو بقا مشكله لا فديو ولا اتصال
Negative,الصوت صار سيء وبالاتصال ضعيف والغاء المحادثات الخفية سيء
Negative,جوده الاتصال سيئه جدا مقارنه بالاسكاى بى
Negative,البرنامج لا يعمل لا يوجد صوت ولا فيديو البرنامج بعد التحديث بقى سئ جدآ
Negative,الان سئ جدا بل لابعمل اطلاقا اكثر من سئ
Negative,مشاكل كثير مايغلق من نفسه وتاتي اتصالات لاتظهر عندي ومشاكل متعدده
Negative,صار زفت لم اتصل ع احد لا اسمع صوتو ولا حتي هوه
Negative,اي كلام صار احنا نبغا اتصال سريع وخفيف بعد هذه التحديثات صار الاتصاله به صعب حتى مع نت قوي وتجهنا الى تطبيقات اخرى اذا لم تتم اصلاح هذه المشكله يبدو اننا سنحذفه لانه ليس له فايده ركزوا على ان يكون الاتصال سهل وسريع .
Negative,ليش وقفو الاتصال ليش خسارة والله كان احﻻ برنامج
Negative,بجد الاول كان ممتاز هسه اصبح خربان مايستحق الا نجمه
Negative,بعد التحديث بقى وحش جدا
Negative,اتصال سيء لابعد ما يكون سيء جدا
Negative,المحادثات المخفية المحادثات المخفية الخاصية دي اتلغت ليه ممكن حد يفهمني
Negative,مش كويس والصوت بيقطع برنامج زباله
